Age,Gender,Education,Income Level,Emp Experience,Home Ownership,Loan Amount,Loan Intent,Interest Rate,Credit Score
24,female,Master,133000,2,Rent,24000,Venture,15.62,701
24,male,Associate,23000,3,Own,6250,Home Renovate,6.54,602
22,female,Associate,118000,0,Rent,24000,Debt Settlement,11.01,503
26,female,Associate,126000,5,Rent,24000,Debt Settlement,20,657
22,female,High School,145000,0,Rent,24000,Education,9.91,638
24,female,Bachelor,145000,2,Rent,24000,Venture,12.69,646
26,male,Associate,131000,4,Rent,24000,Education,20,678
24,male,Master,150000,4,Rent,24000,Personal,16.49,684
23,male,Bachelor,23000,1,Mortgage,2500,Medical,15.95,594
24,male,Master,157000,1,Rent,24000,Debt Settlement,11.49,538
25,female,Bachelor,163000,3,Rent,24000,Personal,10.99,662
24,male,High School,163000,2,Rent,24000,Home Renovate,13.79,636
23,male,Master,139000,0,Rent,24000,Medical,20,613
23,female,Associate,181000,1,Rent,24000,Education,7.49,573
23,male,Master,166000,0,Rent,24000,Debt Settlement,16,714
24,male,Associate,23000,0,Own,13000,Personal,7.88,640
21,male,Bachelor,22000,0,Own,6250,Venture,10.62,637
26,female,High School,187000,7,Rent,24000,Debt Settlement,10.99,633
26,male,Bachelor,178000,0,Rent,24000,Education,18.3,615
26,male,Bachelor,205000,2,Rent,24000,Debt Settlement,11.01,552
21,male,Bachelor,23000,0,Own,2500,Personal,11.36,670
24,male,Associate,54000,4,Rent,23975,Home Renovate,11.01,678
23,female,Master,145000,2,Rent,23750,Medical,13.47,676
24,female,High School,67000,2,Rent,23600,Personal,11.89,624
24,male,High School,23000,0,Mortgage,10000,Debt Settlement,12.18,649
25,male,High School,123000,0,Rent,23600,Debt Settlement,13.49,555
23,female,Associate,91000,0,Rent,23575,Personal,14.5,613
22,male,Bachelor,23000,1,Own,4000,Medical,11.01,684
22,male,Bachelor,23000,0,Own,5400,Medical,15.31,647
25,male,High School,22000,4,Mortgage,4000,Medical,11.01,580
21,female,Bachelor,23000,0,Own,3375,Venture,11.01,630
22,male,Bachelor,82000,1,Rent,23400,Venture,7.49,589
22,male,High School,53000,0,Rent,23000,Personal,11.01,621
25,female,Master,69000,1,Rent,23000,Education,11.01,665
23,female,Bachelor,73000,0,Rent,23000,Venture,12.18,668
24,female,Bachelor,23000,2,Mortgage,1200,Venture,11.34,615
25,female,High School,77000,2,Rent,23000,Education,9.91,604
24,male,High School,79000,1,Rent,23000,Home Renovate,11.99,620
23,male,Master,83000,0,Rent,23000,Education,9.62,558
22,male,Bachelor,22000,0,Own,3000,Debt Settlement,9.96,603
25,male,Bachelor,97000,2,Rent,23000,Venture,11.01,683
24,male,Associate,107000,1,Rent,23000,Venture,14.54,641
22,male,Bachelor,71000,0,Rent,22750,Medical,11.36,521
23,female,Bachelor,85000,3,Rent,22500,Debt Settlement,14.27,655
24,male,Bachelor,23000,1,Own,3000,Home Renovate,11.99,663
26,female,Bachelor,85000,4,Rent,22500,Education,18.99,605
24,male,Bachelor,88000,4,Rent,22400,Venture,16.7,708
24,male,High School,23000,3,Mortgage,5000,Personal,9.32,571
23,male,Bachelor,43000,1,Rent,22250,Debt Settlement,12.69,678
25,female,High School,53000,1,Rent,22000,Home Renovate,13.11,597
25,male,Bachelor,63000,1,Rent,22000,Personal,10.74,689
21,male,Bachelor,24000,0,Mortgage,4200,Personal,14.11,675
22,female,High School,69000,1,Rent,22000,Education,9.63,591
25,female,High School,71000,5,Rent,22000,Medical,14.65,616
23,female,High School,73000,0,Rent,22000,Debt Settlement,10.25,640
24,male,Bachelor,73000,0,Rent,22000,Venture,14.26,593
25,female,Bachelor,24000,4,Mortgage,3000,Education,9.91,649
26,male,Bachelor,68000,4,Rent,22000,Medical,17.19,645
22,female,High School,85000,0,Rent,22000,Education,11.36,537
22,female,Bachelor,80000,0,Rent,22000,Education,11.01,635
23,female,Bachelor,90000,0,Rent,22000,Debt Settlement,10.59,640
24,female,Master,93000,2,Rent,22000,Education,9.25,625
22,female,Master,23000,0,Own,3625,Medical,8.49,557
26,male,Associate,93000,8,Rent,22000,Venture,6.54,643
21,female,Associate,24000,0,Own,6000,Medical,8.49,631
24,male,Bachelor,97000,0,Rent,22000,Medical,11.01,653
26,female,Associate,100000,1,Rent,22000,Venture,12.69,623
24,female,Bachelor,24000,3,Own,7400,Medical,13.85,662
25,male,Associate,24000,2,Own,4000,Debt Settlement,7.4,667
23,male,High School,102000,1,Rent,22000,Debt Settlement,11.71,586
25,female,Master,94000,3,Rent,22000,Personal,11.48,719
25,male,Master,99000,1,Rent,22000,Education,17.51,646
21,male,High School,24000,0,Mortgage,3500,Debt Settlement,14.61,646
23,male,Bachelor,121000,3,Rent,22000,Debt Settlement,7.88,646
23,female,Bachelor,133000,1,Rent,22000,Personal,11.01,643
22,male,Bachelor,24000,1,Mortgage,4950,Personal,11.71,594
25,male,Bachelor,69000,1,Rent,21700,Personal,11.99,664
24,male,High School,66000,0,Rent,21600,Venture,13.49,605
23,female,High School,69000,0,Rent,21600,Medical,20,646
26,female,Associate,77000,3,Rent,21600,Debt Settlement,14.35,655
22,female,Bachelor,99000,0,Rent,21600,Personal,13.61,597
22,male,High School,95000,0,Rent,21600,Debt Settlement,11.26,679
22,female,High School,24000,0,Own,2400,Venture,10.59,654
24,female,Bachelor,135000,1,Rent,21600,Medical,7.9,556
24,male,Associate,24000,2,Mortgage,7000,Home Renovate,5.99,694
25,male,High School,24000,3,Own,3000,Education,11.99,587
24,female,Associate,72000,2,Rent,21500,Medical,16.89,620
24,female,Master,85000,0,Rent,21500,Home Renovate,9.99,701
24,female,High School,140000,4,Rent,21500,Education,15.33,572
25,male,High School,73000,4,Rent,21450,Education,7.29,671
22,male,High School,38000,0,Rent,21250,Debt Settlement,12.42,599
25,male,Associate,58000,3,Rent,21250,Venture,10.99,610
25,male,Bachelor,62000,4,Rent,21250,Venture,6.91,588
22,male,Bachelor,24000,1,Mortgage,5000,Debt Settlement,14.17,691
22,male,High School,65000,0,Rent,21250,Medical,10.25,645
26,male,Associate,24000,2,Own,9250,Education,11.01,618
24,male,Bachelor,68000,2,Rent,21250,Venture,15.95,672
24,female,Associate,79000,2,Rent,21250,Education,15.95,650
21,male,High School,43000,0,Rent,21000,Venture,12.53,687
22,male,Associate,24000,0,Mortgage,1400,Home Renovate,14.91,535
23,male,Associate,24000,0,Mortgage,3000,Medical,11.01,604
26,female,Bachelor,49000,6,Rent,21000,Medical,6.54,601
25,female,Associate,24000,1,Own,1000,Venture,11.01,612
26,male,Bachelor,51000,5,Rent,21000,Medical,17.26,666
23,male,High School,76000,0,Rent,21000,Medical,11.36,645
26,male,Bachelor,24000,3,Mortgage,4000,Venture,7.51,678
22,female,Bachelor,72000,0,Rent,21000,Personal,10.71,644
22,male,Associate,85000,1,Rent,21000,Personal,13.98,614
26,female,Associate,79000,3,Rent,21000,Debt Settlement,14.09,627
22,male,Master,91000,0,Rent,21000,Education,10,523
22,female,Master,24000,0,Mortgage,5000,Medical,15.33,571
25,female,High School,75000,4,Rent,21000,Medical,16.32,546
24,female,Associate,96000,2,Rent,21000,Home Renovate,7.9,640
23,female,Master,97000,1,Rent,21000,Medical,11.99,648
24,male,High School,102000,2,Rent,21000,Medical,10.75,593
26,male,Associate,103000,4,Rent,21000,Home Renovate,13.92,658
22,male,Bachelor,113000,2,Rent,21000,Education,9.91,701
26,female,Bachelor,98000,4,Rent,21000,Education,16.95,702
26,male,Associate,118000,0,Rent,21000,Education,7.9,711
26,male,Bachelor,117000,4,Rent,21000,Education,11.01,570
25,female,Associate,121000,4,Rent,21000,Personal,16.49,637
26,female,Associate,24000,5,OTHER,7500,Personal,11.97,621
21,male,High School,24000,1,Mortgage,6250,Debt Settlement,6.17,637
26,male,Associate,151000,7,Rent,21000,Home Renovate,8.9,534
25,female,High School,151000,2,Rent,21000,Education,12.99,577
23,male,Bachelor,99000,1,Rent,20900,Personal,12.69,638
21,female,Associate,24000,0,Mortgage,15000,Education,9.64,548
26,female,High School,61000,2,Rent,20500,Venture,7.49,676
23,male,Associate,85000,0,Rent,20500,Education,13.16,641
22,female,Associate,25000,0,Own,2100,Education,8.38,630
123,female,High School,97000,101,Rent,20400,Education,10.25,805
23,male,Bachelor,66000,0,Rent,20375,Personal,7.49,518
26,male,High School,32000,4,Rent,20050,Education,9.76,652
24,female,Associate,41000,0,Rent,20000,Debt Settlement,10.99,600
23,male,Associate,25000,0,Own,5000,Personal,11.71,649
22,female,Associate,25000,0,Own,9250,Personal,10.65,576
24,male,Master,43000,0,Rent,20000,Medical,12.53,600
25,male,Bachelor,46000,2,Rent,20000,Medical,14.59,654
23,female,High School,39000,0,Rent,20000,Debt Settlement,12.61,593
25,male,Associate,47000,2,Rent,20000,Medical,13.11,614
23,male,Associate,25000,0,Mortgage,6400,Medical,10.65,638
25,male,Bachelor,47000,3,Rent,20000,Personal,11.22,633
23,female,High School,41000,0,Rent,20000,Education,16,649
25,female,Associate,41000,2,Rent,20000,Home Renovate,8.88,591
24,male,High School,49000,2,Rent,20000,Personal,12.53,656
21,male,Bachelor,44000,0,Rent,20000,Medical,11.01,637
26,male,Bachelor,25000,3,Mortgage,4800,Medical,5.99,682
25,male,Associate,51000,4,Rent,20000,Education,13.47,645
22,male,High School,51000,1,Rent,20000,Venture,6.99,602
25,male,Bachelor,25000,3,Own,5650,Personal,15.99,637
23,female,Associate,25000,0,Mortgage,3625,Education,11.01,662
22,male,High School,46000,0,Rent,20000,Debt Settlement,16.69,447
25,male,Bachelor,47000,3,Rent,20000,Medical,11.11,636
22,female,Associate,55000,0,Rent,20000,Education,7.9,631
23,male,Associate,55000,3,Rent,20000,Personal,10.25,632
24,female,High School,55000,4,Rent,20000,Medical,11.01,670
23,female,Bachelor,25000,0,Own,1200,Medical,7.49,700
22,male,High School,55000,0,Rent,20000,Debt Settlement,13.92,650
24,male,Associate,48000,0,Rent,20000,Medical,14.74,665
24,male,Associate,57000,0,Rent,20000,Education,10.62,582
22,male,Associate,58000,0,Rent,20000,Venture,10.65,656
22,female,Associate,52000,0,Rent,20000,Personal,12.99,635
22,male,High School,59000,1,Rent,20000,Venture,11.36,672
22,female,Associate,25000,0,Own,7500,Education,5.79,612
23,female,Master,60000,4,Rent,20000,Education,6.54,615
25,female,Master,26000,6,Mortgage,4000,Venture,5.79,725
25,female,Bachelor,61000,1,Rent,20000,Debt Settlement,7.49,639
25,female,Bachelor,61000,1,Rent,20000,Education,13.43,691
22,female,Bachelor,61000,0,Rent,20000,Debt Settlement,13.22,681
22,male,Associate,25000,1,Own,5000,Venture,14.72,604
22,female,Associate,54000,0,Rent,20000,Education,15.68,688
24,male,Bachelor,62000,2,Rent,20000,Medical,11.01,672
25,female,Bachelor,62000,3,Rent,20000,Home Renovate,11.48,680
24,male,Master,62000,3,Rent,20000,Venture,10.38,640
22,male,Bachelor,62000,0,Rent,20000,Education,12.53,629
22,male,Bachelor,62000,1,Rent,20000,Education,13.47,677
24,female,Associate,63000,0,Rent,20000,Venture,12.21,571
25,male,High School,64000,2,Rent,20000,Venture,10.99,647
25,male,Associate,64000,3,Rent,20000,Education,11.36,568
22,male,Bachelor,56000,0,Rent,20000,Debt Settlement,16,700
26,male,Bachelor,25000,4,Mortgage,1500,Personal,7.74,570
24,male,High School,63000,3,Rent,20000,Education,15.65,633
25,male,High School,56000,0,Rent,20000,Debt Settlement,11.78,646
24,female,Associate,64000,0,Rent,20000,Home Renovate,11.01,614
22,female,High School,57000,0,Rent,20000,Medical,16.77,532
22,male,Associate,66000,0,Rent,20000,Education,9.91,617
23,female,Associate,59000,3,Rent,20000,Medical,15.65,603
23,male,High School,58000,2,Rent,20000,Medical,14.96,588
23,male,Associate,66000,0,Rent,20000,Venture,11.83,668
24,male,High School,60000,2,Rent,20000,Medical,11.66,643
26,male,High School,67000,2,Rent,20000,Education,12.18,639
24,female,Associate,67000,2,Rent,20000,Home Renovate,6.91,525
25,male,Bachelor,67000,3,Rent,20000,Debt Settlement,6.91,666
26,female,Associate,60000,7,Rent,20000,Home Renovate,19.79,642
25,male,High School,67000,2,Rent,20000,Venture,9.88,646
22,female,Associate,25000,1,Mortgage,16600,Personal,9.76,634
23,male,Associate,67000,0,Rent,20000,Debt Settlement,12.53,655
25,female,Associate,67000,6,Rent,20000,Venture,11.01,682
23,male,High School,25000,0,Mortgage,7125,Personal,6.99,631
23,male,Master,69000,2,Rent,20000,Education,16.89,600
22,female,High School,62000,0,Rent,20000,Personal,17.49,641
23,male,Bachelor,25000,0,Mortgage,2500,Education,16.82,524
26,male,Associate,25000,2,Mortgage,3600,Home Renovate,11.01,669
22,female,Associate,71000,1,Rent,20000,Debt Settlement,13.11,593
23,female,Associate,71000,2,Rent,20000,Debt Settlement,7.66,654
26,male,Master,72000,3,Rent,20000,Medical,6.17,665
26,male,Bachelor,65000,8,Rent,20000,Personal,16.35,649
23,female,Bachelor,73000,1,Rent,20000,Medical,7.9,579
24,female,Bachelor,66000,4,Rent,20000,Venture,16.49,671
21,male,Bachelor,26000,0,Own,3550,Venture,11.01,693
26,male,Associate,25000,3,Mortgage,7000,Home Renovate,8,626
24,female,Master,73000,6,Rent,20000,Personal,10.99,677
24,male,Master,25000,3,Own,7750,Venture,6.91,594
25,female,Bachelor,66000,1,Rent,20000,Personal,8.88,592
24,male,Bachelor,73000,1,Rent,20000,Venture,11.01,583
23,male,Master,66000,0,Rent,20000,Debt Settlement,14.84,592
23,male,Associate,66000,3,Rent,20000,Personal,11.12,628
22,male,Bachelor,73000,1,Rent,20000,Education,7.88,567
25,female,Associate,73000,1,Rent,20000,Education,11.01,654
22,male,Associate,26000,0,Mortgage,6000,Education,15.99,623
24,male,Associate,26000,1,Mortgage,5500,Debt Settlement,10.99,661
25,male,Bachelor,73000,1,Rent,20000,Education,11.01,658
25,male,High School,66000,1,Rent,20000,Personal,15.65,667
24,female,High School,66000,4,Rent,20000,Personal,17.04,602
23,female,Bachelor,73000,3,Rent,20000,Education,12.21,687
21,male,Associate,25000,1,Own,1275,Education,15.23,626
25,female,High School,66000,6,Rent,20000,Debt Settlement,14.11,662
24,female,High School,73000,1,Rent,20000,Personal,11.14,536
21,male,Associate,26000,0,Own,2400,Medical,11.49,623
24,female,Bachelor,73000,3,Rent,20000,Personal,13.87,647
26,male,High School,73000,3,Rent,20000,Home Renovate,10.08,606
23,male,High School,66000,2,Rent,20000,Personal,16.7,645
24,male,High School,67000,2,Rent,20000,Venture,18.64,632
24,female,Bachelor,74000,0,Rent,20000,Home Renovate,12.18,634
22,male,High School,26000,2,Own,3800,Debt Settlement,11.01,645
25,female,High School,76000,2,Rent,20000,Medical,6.54,574
24,male,High School,68000,3,Rent,20000,Education,14.61,576
21,female,Bachelor,68000,0,Rent,20000,Venture,17.39,664
24,male,High School,75000,2,Rent,20000,Home Renovate,11.12,562
25,female,Bachelor,76000,2,Rent,20000,Venture,11.48,637
25,female,Master,77000,2,Rent,20000,Medical,12.42,656
26,male,Bachelor,70000,4,Rent,20000,Debt Settlement,10.25,590
23,female,Bachelor,79000,1,Rent,20000,Medical,10.65,653
24,female,Associate,26000,3,Own,5000,Personal,16.29,612
23,female,Bachelor,79000,0,Rent,20000,Medical,10.37,703
23,male,Bachelor,79000,1,Rent,20000,Venture,11.49,596
24,male,High School,26000,0,Own,10000,Venture,10.59,586
25,male,Master,26000,4,Own,5375,Venture,13.49,650
26,female,Bachelor,72000,6,Rent,20000,Personal,11.01,610
23,male,Master,72000,2,Rent,20000,Education,12.29,650
21,female,Bachelor,26000,0,Mortgage,3500,Debt Settlement,17.27,579
26,male,Associate,79000,2,Rent,20000,Debt Settlement,11.99,534
25,female,Associate,72000,4,Rent,20000,Personal,14.84,540
23,male,High School,72000,0,Rent,20000,Debt Settlement,10.83,584
23,female,Associate,80000,5,Rent,20000,Debt Settlement,13.22,584
22,female,High School,81000,1,Rent,20000,Education,12.18,639
23,male,Bachelor,82000,1,Rent,20000,Medical,11.11,607
24,female,Master,82000,4,Rent,20000,Home Renovate,13.48,681
26,male,High School,82000,6,Rent,20000,Education,10.75,710
25,male,High School,83000,4,Rent,20000,Personal,12.53,634
24,male,High School,76000,2,Rent,20000,Debt Settlement,14.84,595
23,male,Bachelor,84000,1,Rent,20000,Venture,17.74,707
25,male,Bachelor,85000,1,Rent,20000,Home Renovate,9.99,627
22,male,Bachelor,85000,0,Rent,20000,Personal,6.91,592
25,female,Bachelor,78000,6,Rent,20000,Home Renovate,11.01,699
25,male,High School,86000,2,Rent,20000,Personal,14.09,566
22,male,High School,26000,0,Mortgage,3000,Debt Settlement,11.49,667
23,female,High School,86000,1,Rent,20000,Education,14.09,638
23,female,Associate,68000,0,Rent,20000,Medical,15.2,620
24,male,High School,87000,1,Rent,20000,Medical,11.83,667
24,female,Bachelor,26000,4,OTHER,6000,Personal,12.21,655
23,male,Associate,80000,0,Rent,20000,Venture,14.11,666
22,male,High School,80000,0,Rent,20000,Debt Settlement,14.42,655
24,male,High School,87000,3,Rent,20000,Home Renovate,14.74,604
24,female,Master,90000,0,Rent,20000,Home Renovate,12.69,672
22,female,Bachelor,26000,0,Mortgage,1625,Debt Settlement,16.89,596
25,male,High School,91000,0,Rent,20000,Debt Settlement,11.01,658
21,male,Associate,26000,0,Mortgage,4500,Home Renovate,11.01,608
25,male,Bachelor,27000,2,Mortgage,8500,Venture,9.63,686
24,female,Associate,91000,0,Rent,20000,Home Renovate,8.88,687
26,female,Bachelor,91000,3,Rent,20000,Medical,6.91,652
26,female,Bachelor,91000,4,Rent,20000,Education,11.01,603
25,female,Associate,91000,0,Rent,20000,Personal,10.38,622
22,male,High School,84000,1,Rent,20000,Debt Settlement,10.99,660
22,male,Master,91000,1,Rent,20000,Venture,11.01,572
21,female,Bachelor,27000,0,Mortgage,7575,Personal,11.01,641
26,female,Bachelor,27000,4,Own,5200,Education,12.42,674
24,male,Bachelor,84000,1,Rent,20000,Home Renovate,14.82,693
23,female,Bachelor,92000,4,Rent,20000,Personal,16.32,628
23,female,Associate,72000,2,Rent,20000,Medical,16,688
23,male,Associate,92000,0,Rent,20000,Medical,10.37,635
26,male,Master,85000,2,Rent,20000,Debt Settlement,13.16,662
24,female,Associate,85000,5,Rent,20000,Venture,14.88,652
22,female,Associate,93000,2,Rent,20000,Debt Settlement,13.98,619
26,male,Master,86000,2,Rent,20000,Home Renovate,13.36,655
21,female,High School,27000,0,Own,7125,Venture,6.99,653
22,female,High School,27000,0,Mortgage,4025,Education,5.42,565
24,male,Bachelor,27000,2,Mortgage,8000,Medical,5.42,613
26,female,Bachelor,95000,4,Rent,20000,Home Renovate,13.85,663
22,female,Associate,27000,0,Mortgage,4000,Personal,12.99,540
26,male,Bachelor,27000,5,Own,4200,Medical,9.99,598
22,female,Bachelor,27000,4,Mortgage,1400,Venture,11.01,653
123,male,Bachelor,95000,100,Rent,20000,Venture,11.01,714
23,female,High School,74000,0,Rent,20000,Medical,11.14,460
21,male,Bachelor,27000,0,Mortgage,3800,Debt Settlement,5.99,643
24,female,Master,87000,6,Rent,20000,Debt Settlement,11.01,632
23,female,High School,94000,0,Rent,20000,Venture,11.58,578
